name,location,description,link,price,operation,bedrooms,bathrooms,floor area (m2),land size (m2),latitude,longitude,img_url_1,coordinates_1,distance_1,ModelScores
Brand New (2) Storey Townhouse Unit for Sale with 1 Car Garage in Parañaque City,"San Isidro, Parañaque","BRAND NEW (2) STOREY TOWN HOUSE FOR SALE IN PARAÑAQUE CITY

HOUSE DETAILS:
4 spacious bedrooms
3 toilet and bath
Living area
Dining area
Kitchen
Granite counter top
Dirty kitchen
Service area/laundry area
1car garage

LIST OF REQUIREMENTS
Certificate of employment with compensation
2x2 Pictures
Job contract
Marriage contract
ITR (latest)
Tin number
3 months latest pay slip
Proof of billing Meralco, Maynilad etc...
SPA (Authenticated embassy of the Philippines
Marriage Contract if married
Birth Certificate if Single
Latest bank statement
Photocopy of government valid id’s (passport if abroad)

For more information and schedule for viewing,
Please call, text or pm me

ALFIE JOHN LAGADIA
Property Consultant
Accredited by ML Inot Realty
Prc rebl no. 4102",https://www.lamudi.com.ph/brand-new-2-storey-townhouse-unit-for-sale-with-1-170547449571.html,"₱9,300,000",buy,4,,165,86,14.468547,121.011835,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8IZTEKAg0q9bv5t0D8r1RcLpyOL5rPlepat947mhVTF5nVaSS3PolYvMmqgMpXptEmbVJ2w3UgKtuHd7qbQADnc7Z2aIE9kMqEFSAJ7dbODyypQJYYSLXtXi4tTv-IA0m7kXApSxH9_VAxol57k60?stp=s2048x1152&ccb=10-5&oh=00_AfC80KbzezVkBZpMkpNwSY3vHUqKI3K_9ypwc0ePmOSv4Q&oe=660E13E4&_nc_sid=201bca,"(121.01141, 14.467918)",0.083324127,2.83
"Bicutan, Parañaque City, Foreclosed Residential Condominium - 10001000011709","Sun Valley, Parañaque","Property No.: 10001000011709
Location: Unit 301, Magenta Bldg. Sienna Park Residences, West Service Road, Brgy. Sun Valley, Bicutan, Parañaque City

Lot Area: none
Floor Area: 62.50 sqm

TCT No.: 010-2021015808
Classification: Residential - Condominium
Property Status: The property is vacant and secured.

Indicative Price: Php 4,140,000.00



*SALE IS ON AN “AS IS, WHERE IS” BASIS
*PROPERTIES AND PRICES ARE SUBJECT TO CHANGE WITHOUT PRIOR NOTICE",https://www.lamudi.com.ph/bicutan-para-aque-city-foreclosed-residential-cond-170166614716.html,"₱4,140,000",buy,1,1,62,,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,3.95
"M-R-3-423 - Acquired Property for Sale in Unit A-1008, 10/F, Building 1, Field Reside...","San Dionisio, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-423-acquired-property-for-sale-in-unit-a-1008-10-f-building-1-field-residences-dr-a-santos-ave-sucat-road-brgy-san-dionisio-paranaque-city.html,"₱5,484,000",buy,,,54,,14.493719,120.984764,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9UDH5UnLq2ySFLLVYgsiQW8GT3jphL0TiJQxpNIQ9J-BkwNSgY9ApPJ0TuBZHYHh953rkBqNqV2kkVdUFNgY44adDtvY2DdBBA0-sRCOjZpl-GnejH7y9svv2daQtD_m8mzBzrQBnJ0u0rc1XsMQ?stp=s2048x1152&ccb=10-5&oh=00_AfBbmTR5xMwgD6bnwe0LCSuamFBTLAUxaedkUH3pGVahUg&oe=660E0F3E&_nc_sid=201bca,"(120.986181, 14.492801)",0.183438971,3.95
"M-R-3-425 - Acquired Property for Sale in Unit B-516, 5/F, Building 1, Field Residenc...","San Dionisio, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-425-acquired-property-for-sale-in-unit-b-516-5-f-building-1-field-residences-dr-a-santos-ave-sucat-road-brgy-san-dionisio-paranaque-city.html,"₱5,846,000",buy,,,58,,14.493719,120.984764,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9UDH5UnLq2ySFLLVYgsiQW8GT3jphL0TiJQxpNIQ9J-BkwNSgY9ApPJ0TuBZHYHh953rkBqNqV2kkVdUFNgY44adDtvY2DdBBA0-sRCOjZpl-GnejH7y9svv2daQtD_m8mzBzrQBnJ0u0rc1XsMQ?stp=s2048x1152&ccb=10-5&oh=00_AfBbmTR5xMwgD6bnwe0LCSuamFBTLAUxaedkUH3pGVahUg&oe=660E0F3E&_nc_sid=201bca,"(120.986181, 14.492801)",0.183438971,2.48
"M-R-3-1419- Acquired Property for Sale in Unit 0724, 7/F, Positano Building, Azure Ur...","Marcelo Green Village, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-1419-acquired-property-for-sale-in-unit-0724-7-f-positano-building-azure-urban-resort-residences-west-service-road-brgy-la-huerta-marcelo-paraoaque-city.html,"₱4,061,100",buy,1,,30,,14.469863,121.04211,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9T71RuEq7htyE2BxzWBRXqAfcHNFPt1dE-skhy5fRMbB-1MHWLNSTMrHo9nlbNbzX2TQIPPGXMu6qBOHB8g7NG82AU23TFto-eW7RJxoOlwQEVylDwuiTDJnaDDwJ-4MIhYaKMDnqFQNdWDbskfQc?stp=s2048x1152&ccb=10-5&oh=00_AfCbjMwgjfcBnUL0Rwovp3AVHo53z4KgW7yyb39asE1l0A&oe=660E2E99&_nc_sid=201bca,"(121.044476, 14.469211)",0.265085652,3.95
"M-R-3-904- Acquired Property for Sale in Units B-711 and B-715, 7/F, Building 8, Fiel...","San Dionisio, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-904-acquired-property-for-sale-in-units-b-711-and-b-715-7-f-building-8-field-residences-dr-a-santos-ave-sucat-road-brgy-san-dionisio-paranaque-city.html,"₱5,268,000",buy,,,52,,14.493719,120.984764,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9UDH5UnLq2ySFLLVYgsiQW8GT3jphL0TiJQxpNIQ9J-BkwNSgY9ApPJ0TuBZHYHh953rkBqNqV2kkVdUFNgY44adDtvY2DdBBA0-sRCOjZpl-GnejH7y9svv2daQtD_m8mzBzrQBnJ0u0rc1XsMQ?stp=s2048x1152&ccb=10-5&oh=00_AfBbmTR5xMwgD6bnwe0LCSuamFBTLAUxaedkUH3pGVahUg&oe=660E0F3E&_nc_sid=201bca,"(120.986181, 14.492801)",0.183438971,4.22
"M-R-3-1365- Property for sale in Unit 0317, 3/F, Miami Building, Azure Urban Resort R...","La Huerta, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-1365-property-for-sale-in-unit-0317-3-f-miami-building-azure-urban-resort-residences-west-service-road-brgy-la-huerta-marcelo-para.html,"₱7,481,250",buy,1,,60,,14.501183,120.991217,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8yCiZ8uNutwjTPmi5qWdbEibUtXTsYj5Ui-wAEg461Nl_HA_gpIeFsvrpBPO1U2nVqmS99uYS947tH-lzE5O-AuvOpjquk285lnzzVoxvj8n_ZWu0KpYX1-8C-963X1vd1GGClgk4G4LlYg0gnrm8?stp=s2048x1152&ccb=10-5&oh=00_AfBHf1U9Z_SKfrnsopq4ux639gIL7auxHtX1w7g5NURjEw&oe=660DFD9D&_nc_sid=201bca,"(120.99145, 14.500826)",0.046808929,4.22
"M-R-3-15790: Acquired Property Condo for Sale in Unit 302, 3/F, Building C, Cluster C...","La Huerta, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-15790-acquired-property-condo-for-sale-in-un-170721039977.html,"₱4,032,000",buy,1,,57,,14.501183,120.991217,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8yCiZ8uNutwjTPmi5qWdbEibUtXTsYj5Ui-wAEg461Nl_HA_gpIeFsvrpBPO1U2nVqmS99uYS947tH-lzE5O-AuvOpjquk285lnzzVoxvj8n_ZWu0KpYX1-8C-963X1vd1GGClgk4G4LlYg0gnrm8?stp=s2048x1152&ccb=10-5&oh=00_AfBHf1U9Z_SKfrnsopq4ux639gIL7auxHtX1w7g5NURjEw&oe=660DFD9D&_nc_sid=201bca,"(120.99145, 14.500826)",0.046808929,3.95
"M-R-3-15787: Acquired Property Condo for Sale in Unit 488, 4/F, Tower 2, Field Reside...","San Dionisio, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-15787-acquired-property-condo-for-sale-in-un-170721039987.html,"₱7,828,950",buy,1,,82,,14.493719,120.984764,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9UDH5UnLq2ySFLLVYgsiQW8GT3jphL0TiJQxpNIQ9J-BkwNSgY9ApPJ0TuBZHYHh953rkBqNqV2kkVdUFNgY44adDtvY2DdBBA0-sRCOjZpl-GnejH7y9svv2daQtD_m8mzBzrQBnJ0u0rc1XsMQ?stp=s2048x1152&ccb=10-5&oh=00_AfBbmTR5xMwgD6bnwe0LCSuamFBTLAUxaedkUH3pGVahUg&oe=660E0F3E&_nc_sid=201bca,"(120.986181, 14.492801)",0.183438971,4.22
"M-R-3-15784: Acquired Property Condo for Sale in Unit 321, 3/F, Aria A Building, Amai...","La Huerta, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-15784-acquired-property-condo-for-sale-in-un-170721039525.html,"₱2,963,050",buy,1,,31,,14.501183,120.991217,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8yCiZ8uNutwjTPmi5qWdbEibUtXTsYj5Ui-wAEg461Nl_HA_gpIeFsvrpBPO1U2nVqmS99uYS947tH-lzE5O-AuvOpjquk285lnzzVoxvj8n_ZWu0KpYX1-8C-963X1vd1GGClgk4G4LlYg0gnrm8?stp=s2048x1152&ccb=10-5&oh=00_AfBHf1U9Z_SKfrnsopq4ux639gIL7auxHtX1w7g5NURjEw&oe=660DFD9D&_nc_sid=201bca,"(120.99145, 14.500826)",0.046808929,3.33
"M-C-2-8- Acquired Property for Sale in Unit 9B, Isabelle Garden Commercial South Cent...","Moonwalk, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-c-2-8-acquired-property-for-sale-in-unit-9b-isabelle-garden-commercial-south-center-point-condominium-e-rodriguez-ave-brgy-moonwalk-paranaque-city-retail.html,"₱2,190,000",buy,1,,87,,14.492371,121.008496,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-35Tn9oBsWD0-baMtrS389zsYNQmHV5_5pSq30dcJjvyUL51V5pCaDTAmj1gfeF2FvmDkUBplVjch5-9beHrYs6vUcaqKHsSnzofUxW8r50TzxqeGIo__JfmqTZVAQNzyWJNAB-1cmDU486avjtg?stp=s2048x1152&ccb=10-5&oh=00_AfBs1e7Nu-PHFMUDCmP8azsck0z67Miv1Lgt2gFB03aXQQ&oe=660E0DFC&_nc_sid=201bca,"(121.014659, 14.492893)",0.666876442,4.22
"M-R-3-1468:  Acquired Property  for Sale in Unit 222, 2/F, Building C, Cluster IV (Se...","La Huerta, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-1468-acquired-property-for-sale-in-unit-222-2-f-building-c-cluster-iv-seine-chateau-elysee-condominium-dona-soledad-ave-ext-brgy-la-huerta-moonwalk-paranaque-city.html,"₱3,920,000",buy,,,56,,14.501183,120.991217,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8yCiZ8uNutwjTPmi5qWdbEibUtXTsYj5Ui-wAEg461Nl_HA_gpIeFsvrpBPO1U2nVqmS99uYS947tH-lzE5O-AuvOpjquk285lnzzVoxvj8n_ZWu0KpYX1-8C-963X1vd1GGClgk4G4LlYg0gnrm8?stp=s2048x1152&ccb=10-5&oh=00_AfBHf1U9Z_SKfrnsopq4ux639gIL7auxHtX1w7g5NURjEw&oe=660DFD9D&_nc_sid=201bca,"(120.99145, 14.500826)",0.046808929,3.35
"M-R-3-36- Acquired Property for Sale in Unit 301 Makati South Hills Condominium, East...","San Martin de Porres, Parañaque","House and Lots* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph.",https://www.lamudi.com.ph/m-r-3-36-acquired-property-for-sale-in-unit-301-makati-south-hills-condominium-east-service-road-brgy-san-martin-de-porres-paranaque-city-w-parking-slot-retail.html,"₱4,770,850",buy,,,136,,14.496788,121.043543,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An_Np3CPqXF6YNRQWtptpXpVvDrkOGjnAbP0uB6ZerzUrvDjjPelooHy2v_-TrLUfDvgAN5Iq3PZJmNF7__kBuRwzbLl4VP6z1qQcHuujUz1JLH5n8QjKys346mAiDg5HuNihAdsSXw6FPSxO5jalQ?stp=s2048x1152&ccb=10-5&oh=00_AfBKrFe25iJaQcJFpYXaZbirZTgWb8LWBTC2d1YCLwS0EQ&oe=660E2CF6&_nc_sid=201bca,"(121.041539, 14.495781)",0.243067707,3.33
"M-C-2-7- Acquired Property for Sale in Unit 8B, Isabelle Garden Commercial South Cent...","Moonwalk, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-c-2-7-acquired-property-for-sale-in-unit-8b-isabelle-garden-commercial-south-center-point-condominium-e-rodriguez-ave-brgy-moonwalk-paranaque-city-retail.html,"₱2,190,000",buy,1,,87,,14.492371,121.008496,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-35Tn9oBsWD0-baMtrS389zsYNQmHV5_5pSq30dcJjvyUL51V5pCaDTAmj1gfeF2FvmDkUBplVjch5-9beHrYs6vUcaqKHsSnzofUxW8r50TzxqeGIo__JfmqTZVAQNzyWJNAB-1cmDU486avjtg?stp=s2048x1152&ccb=10-5&oh=00_AfBs1e7Nu-PHFMUDCmP8azsck0z67Miv1Lgt2gFB03aXQQ&oe=660E0DFC&_nc_sid=201bca,"(121.014659, 14.492893)",0.666876442,3.33
"M-C-2-9- Acquired Property for Sale in Unit 10B, Isabelle Garden Commercial South Cen...","Moonwalk, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-c-2-9-acquired-property-for-sale-in-unit-10b-isabelle-garden-commercial-south-center-point-condominium-e-rodriguez-ave-brgy-moonwalk-paranaque-city-retail.html,"₱2,190,000",buy,1,,87,,14.492371,121.008496,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-35Tn9oBsWD0-baMtrS389zsYNQmHV5_5pSq30dcJjvyUL51V5pCaDTAmj1gfeF2FvmDkUBplVjch5-9beHrYs6vUcaqKHsSnzofUxW8r50TzxqeGIo__JfmqTZVAQNzyWJNAB-1cmDU486avjtg?stp=s2048x1152&ccb=10-5&oh=00_AfBs1e7Nu-PHFMUDCmP8azsck0z67Miv1Lgt2gFB03aXQQ&oe=660E0DFC&_nc_sid=201bca,"(121.014659, 14.492893)",0.666876442,4.22
"M-R-3-1340 - Acquired Property for Sale in Unit 1723, 17/F, Rio East Building, Azure ...","La Huerta, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-1340-acquired-property-for-sale-in-unit-1723-17-f-rio-east-building-azure-urban-resort-residences-west-service-road-brgy-la-huerta-marcelo-para.html,"₱3,782,500",buy,1,,30,,14.501183,120.991217,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8yCiZ8uNutwjTPmi5qWdbEibUtXTsYj5Ui-wAEg461Nl_HA_gpIeFsvrpBPO1U2nVqmS99uYS947tH-lzE5O-AuvOpjquk285lnzzVoxvj8n_ZWu0KpYX1-8C-963X1vd1GGClgk4G4LlYg0gnrm8?stp=s2048x1152&ccb=10-5&oh=00_AfBHf1U9Z_SKfrnsopq4ux639gIL7auxHtX1w7g5NURjEw&oe=660DFD9D&_nc_sid=201bca,"(120.99145, 14.500826)",0.046808929,2.48
"M-R-3-15276: Acquired Property Condo for Sale in Unit 529, 5/F, Miami Building, Azure...","Marcelo Green Village, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-15276-acquired-property-condo-for-sale-in-un-168846453415.html,"₱3,667,500",buy,1,,29,,14.469863,121.04211,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9T71RuEq7htyE2BxzWBRXqAfcHNFPt1dE-skhy5fRMbB-1MHWLNSTMrHo9nlbNbzX2TQIPPGXMu6qBOHB8g7NG82AU23TFto-eW7RJxoOlwQEVylDwuiTDJnaDDwJ-4MIhYaKMDnqFQNdWDbskfQc?stp=s2048x1152&ccb=10-5&oh=00_AfCbjMwgjfcBnUL0Rwovp3AVHo53z4KgW7yyb39asE1l0A&oe=660E2E99&_nc_sid=201bca,"(121.044476, 14.469211)",0.265085652,2.48
"M-R-3-15714: Acquired Property Condo for Sale in Unit 0819, 8/F, Positano Building, A...","Marcelo Green Village, Parañaque","Condominium units* Sale shall be on ""as is where is"" basis.* All offers are subject to Management approval.* Availability of units and prices are subject to change without prior notice.* Misprints should not be construed as misrepresentation of the property. BDO Unibank is regulated by the Bangko Sentral ng Pilipinas with contact number (+632) 8708-7087 and with email address consumeraffairs@bsp.gov.ph, and webchat at www.bsp.gov.ph. For concerns, please visit any BDO branch nearest you, or contact us thru our 24x7 hotline (+632) 8631-8000 or email us via callcenter@bdo.com.ph",https://www.lamudi.com.ph/m-r-3-15714-acquired-property-condo-for-sale-in-un-170081461176.html,"₱3,537,500",buy,1,,28,,14.469863,121.04211,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9T71RuEq7htyE2BxzWBRXqAfcHNFPt1dE-skhy5fRMbB-1MHWLNSTMrHo9nlbNbzX2TQIPPGXMu6qBOHB8g7NG82AU23TFto-eW7RJxoOlwQEVylDwuiTDJnaDDwJ-4MIhYaKMDnqFQNdWDbskfQc?stp=s2048x1152&ccb=10-5&oh=00_AfCbjMwgjfcBnUL0Rwovp3AVHo53z4KgW7yyb39asE1l0A&oe=660E2E99&_nc_sid=201bca,"(121.044476, 14.469211)",0.265085652,2.08
